MonitoringStation,EventId,Cruise,Program,Project,Agency,Source,Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Layer,SampleType,SampleReplicateType,Parameter,Qualifier,MeasureValue,Unit,Method,Lab,Problem,PrecisionPC,BiasPC,Details,Latitude,Longitude,TierLevel
"CB6.4",117676,"BAY271","TWQM","MAIN","VADEQ","ODU","CB6.4",12/8/1997,11:02:00,10,,,3,"AP","ISM","M1","SALINITY",,21.07000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",117676,"BAY271","TWQM","MAIN","VADEQ","ODU","CB6.4",12/8/1997,11:02:00,10,,,2,"M ","ISM","M1","SALINITY",,21.04000,"PPT","F01 ",,,,,"M Layer ",37.23653,-76.20799,"T3"
"CB6.4",117676,"BAY271","TWQM","MAIN","VADEQ","ODU","CB6.4",12/8/1997,11:02:00,10,,,1,"S ","ISM","M1","SALINITY",,21.01000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",117676,"BAY271","TWQM","MAIN","VADEQ","ODU","CB6.4",12/8/1997,11:02:00,10,,,7,"BP","ISM","M1","SALINITY",,21.18000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",117676,"BAY271","TWQM","MAIN","VADEQ","ODU","CB6.4",12/8/1997,11:02:00,10,,,8,"M ","ISM","M1","SALINITY",,21.18000,"PPT","F01 ",,,,,"M Layer ",37.23653,-76.20799,"T3"
"CB6.4",117676,"BAY271","TWQM","MAIN","VADEQ","ODU","CB6.4",12/8/1997,11:02:00,10,,,4,"M ","ISM","M1","SALINITY",,21.14000,"PPT","F01 ",,,,,"M Layer ",37.23653,-76.20799,"T3"
"CB6.4",117676,"BAY271","TWQM","MAIN","VADEQ","ODU","CB6.4",12/8/1997,11:02:00,10,,,6,"M ","ISM","M1","SALINITY",,21.17000,"PPT","F01 ",,,,,"M Layer ",37.23653,-76.20799,"T3"
"CB6.4",117676,"BAY271","TWQM","MAIN","VADEQ","ODU","CB6.4",12/8/1997,11:02:00,10,,,5,"M ","ISM","M1","SALINITY",,21.16000,"PPT","F01 ",,,,,"M Layer ",37.23653,-76.20799,"T3"
"CB6.4",117676,"BAY271","TWQM","MAIN","VADEQ","ODU","CB6.4",12/8/1997,11:02:00,10,,,9,"B ","ISM","M1","SALINITY",,21.18000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122091,"BAY272","TWQM","MAIN","VADEQ","ODU","CB6.4",1/12/1998,11:28:00,10,,,2,"M ","ISM","M1","SALINITY",,20.94000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122091,"BAY272","TWQM","MAIN","VADEQ","ODU","CB6.4",1/12/1998,11:28:00,10,,,1,"S ","ISM","M1","SALINITY",,20.95000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122091,"BAY272","TWQM","MAIN","VADEQ","ODU","CB6.4",1/12/1998,11:28:00,10,,,8,"M ","ISM","M1","SALINITY",,21.72000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122091,"BAY272","TWQM","MAIN","VADEQ","ODU","CB6.4",1/12/1998,11:28:00,10,,,6,"M ","ISM","M1","SALINITY",,21.48000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122091,"BAY272","TWQM","MAIN","VADEQ","ODU","CB6.4",1/12/1998,11:28:00,10,,,7,"BP","ISM","M1","SALINITY",,21.65000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122091,"BAY272","TWQM","MAIN","VADEQ","ODU","CB6.4",1/12/1998,11:28:00,10,,,5,"M ","ISM","M1","SALINITY",,21.17000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122091,"BAY272","TWQM","MAIN","VADEQ","ODU","CB6.4",1/12/1998,11:28:00,10,,,4,"M ","ISM","M1","SALINITY",,21.07000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122091,"BAY272","TWQM","MAIN","VADEQ","ODU","CB6.4",1/12/1998,11:28:00,10,,,3,"AP","ISM","M1","SALINITY",,21.00000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122091,"BAY272","TWQM","MAIN","VADEQ","ODU","CB6.4",1/12/1998,11:28:00,10,,,9,"B ","ISM","M1","SALINITY",,21.80000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122300,"BAY273","TWQM","MAIN","VADEQ","ODU","CB6.4",2/9/1998,11:44:00,11,6.00,9.00,1,"S ","ISM","M1","SALINITY",,16.47000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122300,"BAY273","TWQM","MAIN","VADEQ","ODU","CB6.4",2/9/1998,11:44:00,11,6.00,9.00,3,"M ","ISM","M1","SALINITY",,16.51000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122300,"BAY273","TWQM","MAIN","VADEQ","ODU","CB6.4",2/9/1998,11:44:00,11,6.00,9.00,2,"M ","ISM","M1","SALINITY",,16.45000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122300,"BAY273","TWQM","MAIN","VADEQ","ODU","CB6.4",2/9/1998,11:44:00,11,6.00,9.00,5,"AP","ISM","M1","SALINITY",,16.62000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122300,"BAY273","TWQM","MAIN","VADEQ","ODU","CB6.4",2/9/1998,11:44:00,11,6.00,9.00,8,"M ","ISM","M1","SALINITY",,17.97000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122300,"BAY273","TWQM","MAIN","VADEQ","ODU","CB6.4",2/9/1998,11:44:00,11,6.00,9.00,7,"M ","ISM","M1","SALINITY",,17.72000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122300,"BAY273","TWQM","MAIN","VADEQ","ODU","CB6.4",2/9/1998,11:44:00,11,6.00,9.00,6,"M ","ISM","M1","SALINITY",,16.67000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122300,"BAY273","TWQM","MAIN","VADEQ","ODU","CB6.4",2/9/1998,11:44:00,11,6.00,9.00,4,"M ","ISM","M1","SALINITY",,16.55000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122300,"BAY273","TWQM","MAIN","VADEQ","ODU","CB6.4",2/9/1998,11:44:00,11,6.00,9.00,10,"B ","ISM","M1","SALINITY",,20.88000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122300,"BAY273","TWQM","MAIN","VADEQ","ODU","CB6.4",2/9/1998,11:44:00,11,6.00,9.00,10,"BP","ISM","M1","SALINITY",,20.88000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122726,"BAY275","TWQM","MAIN","VADEQ","ODU","CB6.4",3/23/1998,11:33:00,11,7.00,8.00,2,"M ","ISM","M1","SALINITY",,14.59000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122300,"BAY273","TWQM","MAIN","VADEQ","ODU","CB6.4",2/9/1998,11:44:00,11,6.00,9.00,9,"M ","ISM","M1","SALINITY",,18.09000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122726,"BAY275","TWQM","MAIN","VADEQ","ODU","CB6.4",3/23/1998,11:33:00,11,7.00,8.00,1,"S ","ISM","M1","SALINITY",,14.45000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122726,"BAY275","TWQM","MAIN","VADEQ","ODU","CB6.4",3/23/1998,11:33:00,11,7.00,8.00,4,"M ","ISM","M1","SALINITY",,14.72000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122726,"BAY275","TWQM","MAIN","VADEQ","ODU","CB6.4",3/23/1998,11:33:00,11,7.00,8.00,3,"M ","ISM","M1","SALINITY",,14.68000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122726,"BAY275","TWQM","MAIN","VADEQ","ODU","CB6.4",3/23/1998,11:33:00,11,7.00,8.00,6,"AP","ISM","M1","SALINITY",,14.77000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122726,"BAY275","TWQM","MAIN","VADEQ","ODU","CB6.4",3/23/1998,11:33:00,11,7.00,8.00,7,"M ","ISM","M1","SALINITY",,14.81000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122726,"BAY275","TWQM","MAIN","VADEQ","ODU","CB6.4",3/23/1998,11:33:00,11,7.00,8.00,5,"M ","ISM","M1","SALINITY",,14.76000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122726,"BAY275","TWQM","MAIN","VADEQ","ODU","CB6.4",3/23/1998,11:33:00,11,7.00,8.00,9,"BP","ISM","M1","SALINITY",,24.40000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122726,"BAY275","TWQM","MAIN","VADEQ","ODU","CB6.4",3/23/1998,11:33:00,11,7.00,8.00,10,"B ","ISM","M1","SALINITY",,24.40000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122829,"BAY276","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/1998,10:52:00,11,6.00,8.00,1,"S ","ISM","M1","SALINITY",,15.43000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122829,"BAY276","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/1998,10:52:00,11,6.00,8.00,4,"M ","ISM","M1","SALINITY",,15.49000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122829,"BAY276","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/1998,10:52:00,11,6.00,8.00,3,"M ","ISM","M1","SALINITY",,15.44000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122829,"BAY276","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/1998,10:52:00,11,6.00,8.00,2,"M ","ISM","M1","SALINITY",,15.42000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122726,"BAY275","TWQM","MAIN","VADEQ","ODU","CB6.4",3/23/1998,11:33:00,11,7.00,8.00,8,"M ","ISM","M1","SALINITY",,24.38000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122829,"BAY276","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/1998,10:52:00,11,6.00,8.00,7,"M ","ISM","M1","SALINITY",,18.14000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122829,"BAY276","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/1998,10:52:00,11,6.00,8.00,6,"M ","ISM","M1","SALINITY",,15.69000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122829,"BAY276","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/1998,10:52:00,11,6.00,8.00,5,"AP","ISM","M1","SALINITY",,15.61000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122829,"BAY276","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/1998,10:52:00,11,6.00,8.00,9,"BP","ISM","M1","SALINITY",,21.02000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122829,"BAY276","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/1998,10:52:00,11,6.00,8.00,10,"B ","ISM","M1","SALINITY",,22.08000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123329,"BAY279","TWQM","MAIN","VADEQ","ODU","CB6.4",5/18/1998,10:50:00,10,3.00,6.00,1,"S ","ISM","M1","SALINITY",,10.84000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123329,"BAY279","TWQM","MAIN","VADEQ","ODU","CB6.4",5/18/1998,10:50:00,10,3.00,6.00,2,"AP","ISM","M1","SALINITY",,11.02000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123329,"BAY279","TWQM","MAIN","VADEQ","ODU","CB6.4",5/18/1998,10:50:00,10,3.00,6.00,5,"M ","ISM","M1","SALINITY",,16.29000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123329,"BAY279","TWQM","MAIN","VADEQ","ODU","CB6.4",5/18/1998,10:50:00,10,3.00,6.00,4,"M ","ISM","M1","SALINITY",,13.89000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123329,"BAY279","TWQM","MAIN","VADEQ","ODU","CB6.4",5/18/1998,10:50:00,10,3.00,6.00,3,"M ","ISM","M1","SALINITY",,11.31000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",122829,"BAY276","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/1998,10:52:00,11,6.00,8.00,8,"M ","ISM","M1","SALINITY",,20.36000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123329,"BAY279","TWQM","MAIN","VADEQ","ODU","CB6.4",5/18/1998,10:50:00,10,3.00,6.00,8,"M ","ISM","M1","SALINITY",,19.86000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123329,"BAY279","TWQM","MAIN","VADEQ","ODU","CB6.4",5/18/1998,10:50:00,10,3.00,6.00,6,"M ","ISM","M1","SALINITY",,18.28000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123329,"BAY279","TWQM","MAIN","VADEQ","ODU","CB6.4",5/18/1998,10:50:00,10,3.00,6.00,7,"BP","ISM","M1","SALINITY",,19.05000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123329,"BAY279","TWQM","MAIN","VADEQ","ODU","CB6.4",5/18/1998,10:50:00,10,3.00,6.00,9,"B ","ISM","M1","SALINITY",,19.90000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123445,"BAY280","TWQM","MAIN","VADEQ","ODU","CB6.4",6/1/1998,11:08:00,10,1.00,4.00,1,"S ","ISM","M1","SALINITY",,14.05000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123445,"BAY280","TWQM","MAIN","VADEQ","ODU","CB6.4",6/1/1998,11:08:00,10,1.00,4.00,4,"M ","ISM","M1","SALINITY",,19.31000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123445,"BAY280","TWQM","MAIN","VADEQ","ODU","CB6.4",6/1/1998,11:08:00,10,1.00,4.00,3,"M ","ISM","M1","SALINITY",,18.03000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123445,"BAY280","TWQM","MAIN","VADEQ","ODU","CB6.4",6/1/1998,11:08:00,10,1.00,4.00,2,"M ","ISM","M1","SALINITY",,14.18000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123445,"BAY280","TWQM","MAIN","VADEQ","ODU","CB6.4",6/1/1998,11:08:00,10,1.00,4.00,7,"M ","ISM","M1","SALINITY",,19.69000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123445,"BAY280","TWQM","MAIN","VADEQ","ODU","CB6.4",6/1/1998,11:08:00,10,1.00,4.00,6,"M ","ISM","M1","SALINITY",,19.66000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123445,"BAY280","TWQM","MAIN","VADEQ","ODU","CB6.4",6/1/1998,11:08:00,10,1.00,4.00,5,"BP","ISM","M1","SALINITY",,19.56000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123445,"BAY280","TWQM","MAIN","VADEQ","ODU","CB6.4",6/1/1998,11:08:00,10,1.00,4.00,9,"B ","ISM","M1","SALINITY",,19.88000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123740,"BAY282","TWQM","MAIN","VADEQ","ODU","CB6.4",7/6/1998,10:10:00,10,7.00,9.00,1,"S ","ISM","M1","SALINITY",,16.13000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123740,"BAY282","TWQM","MAIN","VADEQ","ODU","CB6.4",7/6/1998,10:10:00,10,7.00,9.00,4,"M ","ISM","M1","SALINITY",,16.24000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123740,"BAY282","TWQM","MAIN","VADEQ","ODU","CB6.4",7/6/1998,10:10:00,10,7.00,9.00,3,"M ","ISM","M1","SALINITY",,16.16000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123740,"BAY282","TWQM","MAIN","VADEQ","ODU","CB6.4",7/6/1998,10:10:00,10,7.00,9.00,2,"M ","ISM","M1","SALINITY",,16.12000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123445,"BAY280","TWQM","MAIN","VADEQ","ODU","CB6.4",6/1/1998,11:08:00,10,1.00,4.00,8,"M ","ISM","M1","SALINITY",,19.73000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123740,"BAY282","TWQM","MAIN","VADEQ","ODU","CB6.4",7/6/1998,10:10:00,10,7.00,9.00,7,"M ","ISM","M1","SALINITY",,16.75000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123740,"BAY282","TWQM","MAIN","VADEQ","ODU","CB6.4",7/6/1998,10:10:00,10,7.00,9.00,5,"M ","ISM","M1","SALINITY",,16.26000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123740,"BAY282","TWQM","MAIN","VADEQ","ODU","CB6.4",7/6/1998,10:10:00,10,7.00,9.00,6,"AP","ISM","M1","SALINITY",,16.57000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123740,"BAY282","TWQM","MAIN","VADEQ","ODU","CB6.4",7/6/1998,10:10:00,10,7.00,9.00,9,"B ","ISM","M1","SALINITY",,23.26000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123740,"BAY282","TWQM","MAIN","VADEQ","ODU","CB6.4",7/6/1998,10:10:00,10,7.00,9.00,8,"M ","ISM","M1","SALINITY",,20.72000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123931,"BAY283","TWQM","MAIN","VADEQ","ODU","CB6.4",7/20/1998,10:30:00,10,4.00,6.00,3,"AP","ISM","M1","SALINITY",,17.52000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123931,"BAY283","TWQM","MAIN","VADEQ","ODU","CB6.4",7/20/1998,10:30:00,10,4.00,6.00,1,"S ","ISM","M1","SALINITY",,17.45000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123931,"BAY283","TWQM","MAIN","VADEQ","ODU","CB6.4",7/20/1998,10:30:00,10,4.00,6.00,6,"M ","ISM","M1","SALINITY",,22.16000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123931,"BAY283","TWQM","MAIN","VADEQ","ODU","CB6.4",7/20/1998,10:30:00,10,4.00,6.00,5,"M ","ISM","M1","SALINITY",,18.83000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123931,"BAY283","TWQM","MAIN","VADEQ","ODU","CB6.4",7/20/1998,10:30:00,10,4.00,6.00,4,"M ","ISM","M1","SALINITY",,17.72000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123931,"BAY283","TWQM","MAIN","VADEQ","ODU","CB6.4",7/20/1998,10:30:00,10,4.00,6.00,2,"M ","ISM","M1","SALINITY",,17.52000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123931,"BAY283","TWQM","MAIN","VADEQ","ODU","CB6.4",7/20/1998,10:30:00,10,4.00,6.00,7,"BP","ISM","M1","SALINITY",,22.59000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123931,"BAY283","TWQM","MAIN","VADEQ","ODU","CB6.4",7/20/1998,10:30:00,10,4.00,6.00,9,"B ","ISM","M1","SALINITY",,22.77000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",14923,"BAY431","TWQM","MAIN","VADEQ","ODU","CB6.4",12/16/2005,13:03:00,10,2.00,2.00,4,"M ","ISM","M1","SALINITY",,22.96000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",123931,"BAY283","TWQM","MAIN","VADEQ","ODU","CB6.4",7/20/1998,10:30:00,10,4.00,6.00,8,"M ","ISM","M1","SALINITY",,22.70000,"PPT","F01 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",14923,"BAY431","TWQM","MAIN","VADEQ","ODU","CB6.4",12/16/2005,13:03:00,10,2.00,2.00,1,"S ","ISM","M1","SALINITY",,21.48000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",14923,"BAY431","TWQM","MAIN","VADEQ","ODU","CB6.4",12/16/2005,13:03:00,10,2.00,2.00,2,"M ","ISM","M1","SALINITY",,21.85000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",14923,"BAY431","TWQM","MAIN","VADEQ","ODU","CB6.4",12/16/2005,13:03:00,10,2.00,2.00,3,"BP","ISM","M1","SALINITY",,22.76000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",14923,"BAY431","TWQM","MAIN","VADEQ","ODU","CB6.4",12/16/2005,13:03:00,10,2.00,2.00,8,"M ","ISM","M1","SALINITY",,23.97000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",14923,"BAY431","TWQM","MAIN","VADEQ","ODU","CB6.4",12/16/2005,13:03:00,10,2.00,2.00,7,"M ","ISM","M1","SALINITY",,23.84000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",14923,"BAY431","TWQM","MAIN","VADEQ","ODU","CB6.4",12/16/2005,13:03:00,10,2.00,2.00,6,"M ","ISM","M1","SALINITY",,23.27000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",14923,"BAY431","TWQM","MAIN","VADEQ","ODU","CB6.4",12/16/2005,13:03:00,10,2.00,2.00,5,"M ","ISM","M1","SALINITY",,23.05000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",14923,"BAY431","TWQM","MAIN","VADEQ","ODU","CB6.4",12/16/2005,13:03:00,10,2.00,2.00,9,"B ","ISM","M1","SALINITY",,24.34000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15289,"BAY432","TWQM","MAIN","VADEQ","ODU","CB6.4",1/19/2006,12:42:00,9,5.00,7.00,1,"S ","ISM","M1","SALINITY",,17.87000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15289,"BAY432","TWQM","MAIN","VADEQ","ODU","CB6.4",1/19/2006,12:42:00,9,5.00,7.00,2,"M ","ISM","M1","SALINITY",,17.84000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15289,"BAY432","TWQM","MAIN","VADEQ","ODU","CB6.4",1/19/2006,12:42:00,9,5.00,7.00,3,"M ","ISM","M1","SALINITY",,17.93000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15289,"BAY432","TWQM","MAIN","VADEQ","ODU","CB6.4",1/19/2006,12:42:00,9,5.00,7.00,4,"AP","ISM","M1","SALINITY",,18.09000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15289,"BAY432","TWQM","MAIN","VADEQ","ODU","CB6.4",1/19/2006,12:42:00,9,5.00,7.00,6,"M ","ISM","M1","SALINITY",,19.18000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15289,"BAY432","TWQM","MAIN","VADEQ","ODU","CB6.4",1/19/2006,12:42:00,9,5.00,7.00,5,"M ","ISM","M1","SALINITY",,18.15000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15289,"BAY432","TWQM","MAIN","VADEQ","ODU","CB6.4",1/19/2006,12:42:00,9,5.00,7.00,8,"B ","ISM","M1","SALINITY",,19.81000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15289,"BAY432","TWQM","MAIN","VADEQ","ODU","CB6.4",1/19/2006,12:42:00,9,5.00,7.00,7,"M ","ISM","M1","SALINITY",,19.34000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15870,"BAY434","TWQM","MAIN","VADEQ","ODU","CB6.4",3/8/2006,14:30:00,9,,,1,"S ","ISM","M1","SALINITY",,17.42000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15870,"BAY434","TWQM","MAIN","VADEQ","ODU","CB6.4",3/8/2006,14:30:00,9,,,4,"M ","ISM","M1","SALINITY",,17.58000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15870,"BAY434","TWQM","MAIN","VADEQ","ODU","CB6.4",3/8/2006,14:30:00,9,,,2,"M ","ISM","M1","SALINITY",,17.41000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15870,"BAY434","TWQM","MAIN","VADEQ","ODU","CB6.4",3/8/2006,14:30:00,9,,,3,"AP","ISM","M1","SALINITY",,17.43000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15870,"BAY434","TWQM","MAIN","VADEQ","ODU","CB6.4",3/8/2006,14:30:00,9,,,7,"M ","ISM","M1","SALINITY",,18.25000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15870,"BAY434","TWQM","MAIN","VADEQ","ODU","CB6.4",3/8/2006,14:30:00,9,,,5,"M ","ISM","M1","SALINITY",,17.78000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15870,"BAY434","TWQM","MAIN","VADEQ","ODU","CB6.4",3/8/2006,14:30:00,9,,,6,"BP","ISM","M1","SALINITY",,18.06000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",15870,"BAY434","TWQM","MAIN","VADEQ","ODU","CB6.4",3/8/2006,14:30:00,9,,,8,"B ","ISM","M1","SALINITY",,18.92000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",16282,"BAY436","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/2006,16:23:00,9,6.00,6.00,1,"S ","ISM","M1","SALINITY",,18.91000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",16282,"BAY436","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/2006,16:23:00,9,6.00,6.00,3,"M ","ISM","M1","SALINITY",,19.35000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",16282,"BAY436","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/2006,16:23:00,9,6.00,6.00,2,"M ","ISM","M1","SALINITY",,19.06000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",16282,"BAY436","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/2006,16:23:00,9,6.00,6.00,5,"AP","ISM","M1","SALINITY",,20.13000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
"CB6.4",16282,"BAY436","TWQM","MAIN","VADEQ","ODU","CB6.4",4/6/2006,16:23:00,9,6.00,6.00,6,"M ","ISM","M1","SALINITY",,20.98000,"PPT","F04 ",,,,,,37.23653,-76.20799,"T3"
